"state","city","bedroom","bath","acre_lot","house_size","price","price_in_K"
"New York","Staten Island",4,3,0.07,1800,889000,889
"New York","Staten Island",3,2,0.04,1344,724999,725
"New York","Staten Island",3,2,0.06,1216,649000,649
"New Jersey","Edison",5,3,0.22,2567,769999,770
"New York","New York City",1,2,0.47,810,1575000,1575
"New Jersey","Cliffwood",3,4,1.03,1980,425000,425
"New York","Staten Island",2,2,0.08,900,549500,550
"New York","Staten Island",6,3,0.11,4488,870000,870
"New York","Staten Island",4,3,0.06,2208,698888,699
"New York","Staten Island",5,2,0.1,3240,825000,825
"New Jersey","Colonia",3,2,0.09,1392,449900,450
"New Jersey","Edison",5,5,0.34,3276,799900,800
"New York","Staten Island",3,3,0.04,1152,599900,600
"New York","Staten Island",3,3,0.05,1000,590000,590
"New York","Staten Island",3,3,0.05,1500,695000,695
"New York","Staten Island",3,3,0.06,1800,920000,920
"New York","Staten Island",5,3,0.09,2124,950000,950
"New York","Brooklyn",2,2,0.05,986,879000,879
"New York","Staten Island",2,2,0.04,1628,659900,660
"New Jersey","East Brunswick",4,3,0.37,1848,525000,525
"New Jersey","Edison",3,2,0.69,1064,519000,519
"New Jersey","Edison",4,4,0.15,1548,579999,580
"New York","Staten Island",5,2,0.18,2011,869000,869
"New Jersey","Matawan",3,3,0.11,1720,499900,500
"New Jersey","Sayreville",5,4,0.23,2800,725000,725
"New Jersey","New Brunswick",3,2,0.06,1072,565000,565
"New York","Staten Island",3,1,0.09,1430,749000,749
"New York","Staten Island",2,2,0.06,1350,619000,619
"New Jersey","Plainfield",5,2,0.13,1742,375000,375
"New Jersey","Aberdeen",2,1,0.09,810,250000,250
"New York","Staten Island",3,2,0.07,1672,529000,529
"New Jersey","Woodbridge",4,3,0.11,1968,639900,640
"New Jersey","Westwood",6,4,0.19,2874,650000,650
"New York","Pearl River",2,4,0.25,2478,799000,799
"New Jersey","Millburn",5,4,0.33,3879,1788000,1788
"New York","Staten Island",3,3,0.04,1496,648888,649
"New York","Staten Island",3,3,0.1,2031,789000,789
"New York","Brooklyn",4,3,0.05,1980,1375000,1375
"New Jersey","New Brunswick",3,1,0.11,1694,389000,389
"New York","Staten Island",4,2,0.11,1496,868000,868
"New Jersey","Newark",6,4,0.06,19998,450000,450
"New Jersey","Jersey City",4,3,0.04,2600,1475000,1475
"New Jersey","Allendale",6,5,0.51,3954,1298000,1298
"New York","Bronx",2,2,0.81,936,365000,365
"New York","Bronx",4,3,0.06,2420,965000,965
"New York","Bayside",5,5,0.14,2500,1998000,1998
"New York","Flushing",3,2,2.1,1191,895000,895
"New Jersey","Bloomingdale",4,3,0.69,2500,499000,499
"New Jersey","Elizabeth City",2,5,0.07,19998,750000,750
"New Jersey","Elizabeth City",4,2,0.09,19998,750000,750
"New Jersey","Jersey City",4,2,0.06,19998,285000,285
"New Jersey","Elizabeth",4,1,0.16,1002,4e+05,400
"New Jersey","Elizabeth",3,2,0.11,1404,425000,425
"New Jersey","Jersey City",3,2,0.03,1500,470000,470
"New York","Brooklyn",5,4,0.07,1977,1379000,1379
"New York","Brooklyn",1,1,0.28,700,280000,280
"New York","Brooklyn",3,3,0.06,1836,789000,789
"New York","Brooklyn",2,2,0.04,980,659000,659
"New York","Brooklyn",3,3,0.05,2352,938000,938
"New York","Woodhaven",3,3,0.05,1328,779000,779
"New York","Brooklyn",2,2,0.06,1316,699900,700
"New York","Brooklyn",3,2,0.05,1144,699999,700
"New York","Brooklyn",3,1,0.04,1224,748000,748
"New York","Brooklyn",6,3,0.05,2200,1250000,1250
"New York","Brooklyn",3,2,0.05,1500,799000,799
"New York","Brooklyn",3,1,0.04,1000,538000,538
"New York","Brooklyn",3,2,0.03,1752,875000,875
"New York","Rockaway Park",6,5,0.09,1615,985000,985
"New York","Brooklyn",3,2,0.04,1216,678000,678
"New York","Brooklyn",4,4,0.07,2400,2488000,2488
"New York","Brooklyn",3,3,0.04,1863,895000,895
"New York","Brooklyn",3,3,0.06,1300,749000,749
"New York","Brooklyn",6,4,0.05,2760,975000,975
"New York","Brooklyn",5,5,0.06,2144,1650000,1650
"New York","Brooklyn",5,5,0.07,2784,2225000,2225
"New York","Brooklyn",3,2,0.03,900,549000,549
"New York","Brooklyn",5,3,0.09,2178,899000,899
"New York","Brooklyn",3,2,0.08,1047,699999,700
"New York","Jamaica",4,3,0.11,1063,849999,850
"New York","Staten Island",3,2,0.21,1436,799999,800
"New York","East Elmhurst",5,3,0.04,2595,1238000,1238
"New York","Brooklyn",3,2,0.05,1092,699999,700
"New York","Staten Island",4,3,0.14,1713,899999,900
"New York","Jamaica",5,2,0.11,2530,899900,900
"New York","Brooklyn",4,3,0.05,1536,1400000,1400
"New York","Broad Channel",2,2,0.06,1457,625000,625
"New York","Brooklyn",3,2,0.04,1064,799000,799
"New York","Elmhurst",1,1,0.59,710,519000,519
"New York","Rockaway Park",3,2,0.09,1600,999000,999
"New York","Brooklyn",6,2,0.07,1960,949000,949
"New York","Brooklyn",5,3,0.05,600,4e+05,400
"New York","Brooklyn",3,1,0.09,1528,589900,590
"New York","Brooklyn",4,2,0.04,1360,689000,689
"New York","Brooklyn",3,3,0,1157,739000,739
"New York","Brooklyn",5,3,0.07,2160,1250000,1250
"New York","Brooklyn",4,3,0.04,1292,998000,998
"New York","Woodside",4,3,0.04,1700,1199000,1199
"New York","Brooklyn",6,3,0.05,2146,1595000,1595
"New York","Brooklyn",3,3,0.04,1840,729999,730
"New York","Fresh Meadows",3,4,0.09,2181,1850000,1850
"New York","Arverne",5,4,0.05,2908,1199000,1199
"New York","Brooklyn",4,3,0.05,1782,699000,699
"New York","Brooklyn",5,3,0.05,2452,999999,1000
"New York","Brooklyn",2,3,0.07,1620,739900,740
"New York","Brooklyn",3,2,0.05,1781,650000,650
"New York","Brooklyn",4,3,0.1,2600,1699000,1699
"New York","Brooklyn",3,1,0.04,1280,499000,499
"New York","Howard Beach",4,3,0.11,2449,1325000,1325
"New York","Brooklyn",3,2,0.05,1400,1200000,1200
"New York","Brooklyn",3,4,0.09,1968,999000,999
"New York","Brooklyn",3,2,0.03,1230,735000,735
"New York","Brooklyn",2,2,0.02,1050,509999,510
"New York","Brooklyn",6,2,0.06,2892,1658800,1659
"New York","Brooklyn",3,1,0.04,1064,859000,859
"New York","Brooklyn",3,3,0.04,1792,918000,918
"New York","Staten Island",4,3,0.1,2472,1150000,1150
"New York","Staten Island",3,2,0.07,1312,598000,598
"New York","Staten Island",3,2,0.06,1650,945000,945
"New York","New York City",3,4,0.03,1964,2300000,2300
"New York","Brooklyn",4,3,0.05,2520,1299999,1300
"New York","Fresh Meadows",2,3,1.42,1520,728000,728
"New York","Howard Beach",4,3,0.11,2942,1399000,1399
"New York","Ozone Park",6,5,0.19,2700,1449000,1449
"New York","Brooklyn",6,5,0.06,2887,1285000,1285
"New York","Brooklyn",3,2,0.03,1848,828000,828
"New York","Brooklyn",6,4,0.05,3450,1400000,1400
"New York","Brooklyn",4,4,0.06,1998,1149000,1149
"New York","Glendale",4,3,0.13,3250,1474999,1475
"New York","Brooklyn",3,2,0.08,1400,749999,750
"New York","Howard Beach",2,2,0.06,945,709000,709
"New York","Brooklyn",2,2,0.03,1228,799999,800
"New York","Brooklyn",4,2,0.09,1656,1548000,1548
"New York","Brooklyn",6,5,0.05,3702,820000,820
"New York","Brooklyn",6,4,0.06,3553,6e+05,600
"New York","Brooklyn",3,2,0.05,1950,729000,729
"New York","Howard Beach",2,1,0.04,794,399000,399
"New York","Belle Harbor",3,3,0.07,1607,1200000,1200
"New York","Brooklyn",4,5,0.12,4131,1629000,1629
"New York","Brooklyn",5,5,0.06,2596,1488000,1488
"New York","Brooklyn",3,2,0.05,882,599000,599
"New York","Brooklyn",4,3,0.04,1998,848000,848
"New York","Brooklyn",5,3,0.04,1728,1230000,1230
"New York","Brooklyn",3,2,0.05,1410,880000,880
"New York","Brooklyn",4,3,0.06,3300,1450000,1450
"New York","Brooklyn",3,3,0.04,1800,838000,838
"New York","Brooklyn",3,2,0.04,1064,825000,825
"New York","Brooklyn",5,3,0.04,3000,839000,839
"New York","New York City",2,2,0.05,957,623000,623
"New York","Far Rockaway",3,2,0.07,2100,1350000,1350
"New York","Staten Island",4,2,0.09,2220,849000,849
"New York","Staten Island",4,2,0.16,2060,1224900,1225
"New York","Staten Island",5,2,0.1,3240,785000,785
"New York","Brooklyn",4,3,0.04,2080,699000,699
"New York","Brooklyn",6,5,0.14,5300,3200000,3200
"New York","Brooklyn",3,4,0.06,2310,799000,799
"New York","New York City",3,2,0.06,2400,1390000,1390
"New York","Far Rockaway",5,3,0.09,2608,1229000,1229
"New York","New York City",1,1,0.05,579,620000,620
"New York","Jamaica",3,3,0.05,1280,699000,699
"New York","Brooklyn",3,3,0.05,1849,950000,950
"New York","College Point",6,3,0.09,2475,1480000,1480
"New York","Whitestone",4,3,0.34,2750,2680000,2680
"New York","Ozone Park",3,2,0.05,1024,649000,649
"New York","Jamaica",4,4,0.08,1680,799000,799
"New York","Brooklyn",6,3,0.04,2313,1899000,1899
"New York","Brooklyn",4,5,0.05,1400,1650000,1650
"New York","Brooklyn",3,2,0.05,1760,760000,760
"New York","Brooklyn",3,4,0.09,2010,2349000,2349
"New York","Brooklyn",4,2,0.05,1892,875000,875
"New York","Brooklyn",3,3,0.05,1472,839000,839
"New York","New York City",5,2,0.05,2242,1450000,1450
"New York","Rockaway Park",4,2,0.07,2134,825000,825
"New York","Brooklyn",6,5,0.11,2991,2595000,2595
"New York","Howard Beach",3,3,0.1,2968,1300000,1300
"New York","Brooklyn",2,2,0.04,1008,698000,698
"New York","Brooklyn",3,2,0.05,1925,1179000,1179
"New York","Brooklyn",4,3,0.04,1134,1050000,1050
"New York","Brooklyn",4,4,0.08,2600,999999,1000
"New York","Brooklyn",3,2,0.05,1551,999000,999
"New York","Jamaica",3,2,0.06,1518,599000,599
"New York","Brooklyn",3,2,0.04,1432,849000,849
"New York","Brooklyn",6,3,0.04,2821,1180000,1180
"New York","Brooklyn",3,2,0.04,843,549999,550
"New York","Brooklyn",3,3,0.05,1408,799000,799
"New York","Broad Channel",3,1,0.06,1078,550000,550
"New York","Brooklyn",2,1,0.04,1152,549000,549
"New York","Brooklyn",5,2,0.05,1680,869000,869
"New York","Staten Island",4,1,0.09,1344,699000,699
"New York","Brooklyn",4,3,0.05,976,1420000,1420
"New York","Staten Island",3,1,0.05,1406,648000,648
"New York","Brooklyn",2,3,0.14,2892,3100000,3100
"New York","Brooklyn",4,2,0.03,1881,875000,875
"New York","Brooklyn",6,3,0.05,1800,1290000,1290
"New York","New York City",3,2,0.07,1300,650000,650
"New York","Brooklyn",4,3,0.08,1500,749000,749
"New York","Brooklyn",4,4,0.09,2368,1750000,1750
"New York","Fresh Meadows",4,4,0.1,2600,1490000,1490
"New Jersey","Jersey City",3,4,0.04,1668,1299999,1300
"New Jersey","Elmwood Park",6,5,0.11,4500,825000,825
"New Jersey","Franklin Lakes",6,5,1.21,52708,1250000,1250
"New Jersey","Vernon",3,3,0.33,1775,324900,325
"New Jersey","Hamburg",3,2,0.34,1228,299000,299
"New Jersey","Hardyston",4,4,0.44,5500,939000,939
"New Jersey","Hardyston",3,4,0.11,2264,479900,480
"New Jersey","Hardyston",5,4,0.28,3325,639900,640
"New Jersey","West Milford",2,2,0.09,1600,479900,480
"New Jersey","Vernon",3,3,0.71,1842,365000,365
"New Jersey","Vernon",4,1,0.37,1408,244900,245
"New Jersey","Vernon",2,2,0.29,1242,285000,285
"New Jersey","Vernon",3,2,0.28,1736,289000,289
"New Jersey","Vernon",2,1,0.19,670,325000,325
"New Jersey","Mahwah",2,2,0.11,1047,374900,375
"New Jersey","Midland Park",3,2,0.21,1329,525000,525
"New York","Nyack",3,2,0.1,1243,515000,515
"New York","Nanuet",4,3,0.59,2574,7e+05,700
"New York","Nyack",5,4,1,4779,2800000,2800
"New Jersey","Landing",3,2,0.45,1294,350000,350
"New Jersey","Sparta",3,2,0.15,1844,405000,405
"New York","Monroe",3,3,0.53,1992,525000,525
"New York","Chester",5,4,1.4,4118,749999,750
"New Jersey","Sparta",4,4,0.62,3000,599990,600
"New Jersey","Sparta",5,5,4.55,4500,949900,950
"New Jersey","Oakland",2,1,0.33,1272,325000,325
"New Jersey","Oakland",4,2,0.38,16335,589000,589
"New Jersey","Oakland",2,1,0.11,750,335000,335
"New Jersey","Jefferson Township",2,1,0.27,1184,235000,235
"New Jersey","Ogdensburg",2,2,0.95,792,294900,295
"New Jersey","Green Township",3,2,0.21,1484,369900,370
"New Jersey","Pequannock Township",3,2,0.43,2400,599900,600
"New Jersey","Pequannock Township",4,3,0.34,2264,749000,749
"New Jersey","Pompton Lakes",4,3,0.11,1920,349000,349
"New Jersey","Pompton Lakes",3,2,0.14,1012,349000,349
"New Jersey","Pompton Lakes",2,2,0.2,1242,399900,400
"New Jersey","Pequannock Township",4,3,0.35,2327,689000,689
"New Jersey","Ramsey",3,4,0.28,4201,1250000,1250
"New Jersey","Ramsey",4,4,0.3,3514,909900,910
"New Jersey","Hamburg",3,3,0.25,3168,499900,500
"New Jersey","Hardyston",3,4,0.26,3600,524900,525
"New Jersey","Vernon",3,2,0.35,1700,309900,310
"New Jersey","Hardyston",3,3,0.07,2176,269999,270
"New Jersey","Hardyston",3,4,0.3,2900,659900,660
"New Jersey","Hardyston",3,3,0.15,2606,489900,490
"New Jersey","Ridgewood Village",4,2,0.19,1726,775000,775
"New Jersey","Ridgewood Village",4,3,0.2,2340,899000,899
"New Jersey","Little Falls",4,4,0.17,2750,749000,749
"New Jersey","Woodland Park",4,2,0.19,1459,448000,448
"New Jersey","Hopatcong",3,3,1.12,2200,370000,370
"New Jersey","Green Township",3,3,1.56,2948,2e+05,200
"New Jersey","Hardyston",3,2,0.25,1625,419900,420
"New Jersey","Newton",3,3,0.32,1104,275000,275
"New Jersey","Wantage Township",3,1,0.21,1325,162000,162
"New Jersey","Sparta",5,5,3.74,5435,850000,850
"New Jersey","Franklin",6,4,0.53,2654,290000,290
"New Jersey","Rockaway",4,3,0.97,4090,685000,685
"New Jersey","Hardyston",4,4,1.85,3700,789900,790
"New Jersey","Hardyston",3,3,0.33,2124,599900,600
"New Jersey","Hardyston",3,3,1,2400,225000,225
"New Jersey","Andover",2,2,0.74,1332,279900,280
"New Jersey","Newton",4,2,1.34,1206,299000,299
"New Jersey","Vernon",3,3,0.03,2424,495000,495
"New Jersey","Sparta",5,4,3.11,4997,750000,750
"New Jersey","Byram Township",3,3,0.45,1900,364500,364
"New Jersey","Andover",3,4,0.84,3800,799000,799
"New Jersey","Hopatcong",4,3,0.19,2367,529000,529
"New Jersey","Hopatcong",2,2,0.5,1468,220000,220
"New Jersey","Hopatcong",3,3,1.23,3000,1775000,1775
"New Jersey","Byram Township",3,2,0.26,1400,595000,595
"New Jersey","Hopatcong",3,2,0.21,1310,350000,350
"New Jersey","Randolph",3,2,0.7,1562,349000,349
"New Jersey","Franklin",3,1,0.14,1331,299900,300
"New Jersey","Jefferson Township",4,1,0.29,1688,345000,345
"New Jersey","Roxbury Township",3,3,0.19,1978,359000,359
"New Jersey","Mount Olive Township",4,3,0.34,2120,475000,475
"New Jersey","Sparta",4,3,2.6,3000,6e+05,600
"New Jersey","Mount Olive Township",4,3,0.13,2300,550000,550
"New Jersey","Roxbury Township",4,4,0.33,2600,650000,650
"New Jersey","Mount Olive Township",3,3,0.23,1922,539900,540
"New Jersey","Byram Township",4,2,1.55,2001,170000,170
"New Jersey","Hopatcong",2,1,0.23,836,249900,250
"New Jersey","Roxbury Township",3,3,0.09,1972,399000,399
"New Jersey","Jefferson Township",3,3,0.78,2500,489000,489
"New Jersey","Hopatcong",3,2,0.4,1384,345000,345
"New Jersey","Wharton",3,2,0.12,1700,425000,425
"New Jersey","Roxbury Township",4,3,0.57,2134,599000,599
"New Jersey","Randolph",3,2,0.52,1461,425000,425
"New Jersey","Sparta",3,2,0.26,1108,375000,375
"New Jersey","Sparta",2,1,0.54,660,150000,150
"New Jersey","Vernon",3,1,0.93,1192,165000,165
"New Jersey","Victory Gardens",1,2,0.04,990,220000,220
"New Jersey","Byram Township",3,2,0.71,1398,299900,300
"New Jersey","Sparta",4,5,1.77,4556,949900,950
"New Jersey","Sparta",4,5,3.35,5280,1200000,1200
"New Jersey","Dover",5,3,0.16,2654,650000,650
"New Jersey","Branchville",3,2,0.16,1786,289000,289
"New Jersey","Vernon",2,2,0.01,1368,185000,185
"New Jersey","Fredon Township",5,5,27.04,4226,1235000,1235
"New Jersey","Sparta",2,1,0.26,768,245000,245
"New Jersey","Wharton",6,2,0.22,2316,499000,499
"New Jersey","Jefferson Township",2,1,0.22,888,349000,349
"New Jersey","Newton",5,2,0.12,1608,345000,345
"New Jersey","Vernon",4,3,1.24,3045,499900,500
"New Jersey","Vernon",2,1,0.01,647,150000,150
"New Jersey","Wantage Township",3,3,1.04,2128,439900,440
"New Jersey","Sparta",2,2,0.23,1468,265000,265
"New Jersey","Newton",2,2,0.15,1357,259900,260
"New Jersey","Newton",3,2,0.17,1532,294999,295
"New Jersey","Newton",3,2,0.27,1408,380000,380
"New Jersey","Wharton",2,2,0.15,672,310000,310
"New Jersey","Dover",5,3,0.21,2845,475000,475
"New Jersey","Wantage Township",5,5,1.98,5402,949999,950
"New Jersey","Sussex",6,2,0.11,2354,350000,350
"New Jersey","Kinnelon",4,4,1.58,4500,1195000,1195
"New Jersey","Roxbury Township",2,1,0.32,1222,261999,262
"New Jersey","Sparta",4,3,0.41,2092,4e+05,400
"New Jersey","Netcong",2,1,0.21,1092,299900,300
"New Jersey","Hopatcong",2,1,0.14,616,185000,185
"New Jersey","Mine Hill",3,4,0.29,2128,499000,499
"New Jersey","Kinnelon",4,3,0.37,3008,719900,720
"New Jersey","Sparta",3,1,0.19,872,359000,359
"New Jersey","Jefferson Township",4,3,2.67,2752,360000,360
"New Jersey","Vernon",1,1,0.01,408,110000,110
"New Jersey","Mount Arlington",4,2,0.23,2084,499000,499
"New Jersey","Jefferson Township",3,2,0.7,1562,365000,365
"New Jersey","Hopatcong",4,4,0.35,3800,1499900,1500
"New Jersey","Sparta",5,4,1,4313,1100000,1100
"New Jersey","Vernon",2,1,0.01,918,179900,180
"New Jersey","Allamuchy Township",3,3,0.51,1764,450000,450
"New Jersey","Roxbury Township",4,3,0.87,3626,689000,689
"New Jersey","Vernon",3,2,0.02,1203,160000,160
"New Jersey","Jefferson Township",2,1,0.29,1040,285000,285
"New Jersey","Fredon Township",3,3,1.2,2364,419000,419
"New Jersey","Green Township",3,2,1.84,1232,315000,315
"New Jersey","Sparta",3,2,0.23,7405,399000,399
"New Jersey","Stillwater",3,2,1.5,1759,325000,325
"New Jersey","Jefferson Township",2,1,0.15,1122,320000,320
"New Jersey","West Milford",3,1,0.22,1944,328500,328
"New Jersey","Byram Township",3,2,0.33,1730,345000,345
"New Jersey","Sparta",4,3,0.75,3200,630000,630
"New Jersey","Green Township",5,4,75,5658,1795000,1795
"New Jersey","Andover",2,2,0.4,1194,2e+05,200
"New Jersey","Vernon",2,2,0.01,1370,259900,260
"New Jersey","Vernon",3,2,1.03,1388,290000,290
"New Jersey","Wantage Township",3,2,0.6,1504,299900,300
"New Jersey","Sparta",4,3,3.17,2144,475000,475
"New Jersey","Hopatcong",4,1,0.26,1910,269900,270
"New Jersey","Byram Township",2,1,0.2,768,259900,260
"New Jersey","Vernon",4,3,2.12,3000,519000,519
"New Jersey","Randolph",3,2,0.29,1228,454900,455
"New Jersey","Byram Township",2,1,0.09,1402,294900,295
"New Jersey","Randolph",5,5,0.59,3406,699000,699
"New Jersey","Wantage Township",4,3,26.22,4434,849000,849
"New Jersey","Stanhope",3,2,0.56,1930,370000,370
"New Jersey","Sparta",5,4,1.62,4432,699900,700
"New Jersey","Hopatcong",3,2,0.18,1484,325000,325
"New Jersey","Randolph",4,3,0.7,2144,599000,599
"New Jersey","Hopatcong",5,4,0.43,2544,589000,589
"New Jersey","Hardyston",4,3,2.84,2755,5e+05,500
"New Jersey","Jefferson Township",4,3,0.22,2420,630000,630
"New Jersey","Netcong",3,3,0.17,1652,350000,350
"New Jersey","Byram Township",3,3,0.94,3571,550000,550
"New Jersey","Sparta",4,3,4.13,3231,550000,550
"New Jersey","Sparta",4,5,8,6800,999000,999
"New Jersey","Hardyston",2,2,0.41,1272,259900,260
"New Jersey","Rockaway",3,2,0.67,2274,425000,425
"New Jersey","Hopatcong",2,2,0.08,1365,325000,325
"New Jersey","Vernon",3,2,0.29,1750,389900,390
"New Jersey","West Milford",2,1,0.12,785,234900,235
"New Jersey","Roxbury Township",4,3,1.4,2602,650000,650
"New Jersey","Denville",4,3,1.06,2530,6e+05,600
"New Jersey","West Milford",4,2,0.32,1902,389000,389
"New Jersey","Roxbury Township",4,3,0.39,2246,519900,520
"New Jersey","Mount Arlington",3,3,0.15,1684,450000,450
"New Jersey","Randolph",4,3,1.03,2280,639000,639
"New Jersey","Glenwood",3,2,1,1056,324999,325
"New York","Tuxedo Park",5,3,2,4627,1595000,1595
"New York","Tuxedo Park",4,3,1.2,2612,975000,975
"New Jersey","Washington Township",4,4,25,2700,1349900,1350
"New York","Monroe",6,3,7.1,2560,2725000,2725
"New Jersey","Vernon",1,1,1.63,657,134900,135
"New York","Sloatsburg",5,5,1.21,2388,1295000,1295
"New Jersey","Chester Twp",6,5,5.01,7370,2500000,2500
"New York","Tuxedo Park",3,2,5.8,1932,879000,879
"New York","Warwick",4,3,8,2775,830000,830
"New York","Tuxedo Park",3,2,0.24,1824,739000,739
"New York","Monroe",4,2,0.54,2200,339000,339
"New Jersey","Vernon",3,3,0.26,1624,350000,350
"New York","Chester",4,3,2.6,3230,860000,860
"New York","Warwick",4,4,25,3054,799500,800
"New York","Warwick",4,3,2.12,2575,785000,785
"New York","Monroe",4,2,0.4,1650,418000,418
"New York","Warwick",4,4,0.71,2518,749900,750
"New York","Tuxedo Park",2,2,0.06,1800,425000,425
"New York","Chester",4,3,2.5,2316,520000,520
"New York","Monroe",3,2,10.3,1886,549000,549
"New Jersey","Califon",5,4,2,3717,749900,750
"New Jersey","Wayne",5,3,0.38,3260,750000,750
"New Jersey","Hopatcong",3,1,0.13,1198,220000,220
"New Jersey","Newton",5,3,0.92,2302,475000,475
"New York","Greenwood Lake",2,2,0.13,2700,449000,449
"New York","Monroe",4,5,3.6,4506,925000,925
"New Jersey","Mount Olive Township",4,3,0.15,3360,815000,815
"New York","Monroe",1,1,0.17,608,225000,225
"New York","Greenwood Lake",3,2,0.11,1882,180000,180
"New Jersey","Ringwood",3,3,0.56,2211,479900,480
"New Jersey","Wantage Township",3,3,0.39,1628,289000,289
"New York","Tuxedo Park",2,1,0.14,680,250000,250
"New York","Warwick",3,1,0.25,925,286000,286
"New York","Greenwood Lake",4,3,0.36,1812,464900,465
"New York","Tuxedo Park",2,2,0.12,2192,940000,940
"New Jersey","Mount Olive Township",2,2,12.34,1360,299900,300
"New York","Monroe",4,5,1.13,3880,919900,920
"New York","Suffern",3,3,0.14,1600,539000,539
"New Jersey","Hopatcong",4,3,0.3,1828,365000,365
"New York","Tuxedo Park",4,3,1.3,5138,1250000,1250
"New Jersey","Roxbury Township",4,3,0.32,2016,549900,550
"New York","Tuxedo Park",6,2,0.32,1462,509000,509
"New Jersey","Wanaque",2,2,0.16,1056,329000,329
"New York","Warwick",4,4,5.7,3152,895000,895
"New Jersey","Chester",4,3,2.39,2110,619000,619
"New Jersey","Mount Olive Township",4,3,2.05,2600,699900,700
"New York","Warwick",4,3,11.7,4324,969900,970
"New Jersey","Mount Olive Township",4,3,0.26,1978,430000,430
"New Jersey","Ringwood",3,1,0.41,1376,349900,350
"New Jersey","Washington Township",4,4,1.84,4144,849000,849
"New York","Warwick",3,2,7.3,2032,895000,895
"New York","Tuxedo Park",5,5,2.6,5248,3750000,3750
"New Jersey","Randolph",3,2,0.26,1190,349900,350
"New York","Suffern",4,4,0.16,2400,489000,489
"New Jersey","Chester",3,1,0.47,1338,415000,415
"New York","Warwick",4,2,0.51,1949,475000,475
"New Jersey","West Milford",3,3,0.67,1700,425000,425
"New York","Chester",4,4,1.2,5084,768000,768
"New York","Greenwood Lake",3,3,0.74,2300,557000,557
"New Jersey","Washington Township",4,5,4.6,4501,624900,625
"New York","Warwick",2,1,0.38,1066,3e+05,300
"New Jersey","Rockaway Boro",6,3,0.11,2058,427900,428
"New York","Chester",4,4,3.1,3006,629900,630
"New York","Monroe",3,2,0.28,1680,425000,425
"New Jersey","Ringwood",3,2,0.23,1638,389000,389
"New Jersey","Hopatcong",2,1,0.19,748,209900,210
"New York","Warwick",4,2,0.16,1740,578000,578
"New Jersey","Mount Olive Township",3,2,0.15,10671,329900,330
"New York","Warwick",4,4,12.6,3951,1250000,1250
"New Jersey","Mount Olive Township",4,3,0.61,2940,7e+05,700
"New York","Greenwood Lake",2,1,0.49,882,260000,260
"New York","Tuxedo Park",2,3,0.08,2697,625000,625
"New York","Greenwood Lake",3,1,0.43,936,575000,575
"New Jersey","Tewksbury Township",5,5,5.04,4508,949900,950
"New Jersey","Stanhope",4,2,0.09,2400,415000,415
"New York","Monroe",3,3,0.01,1694,335000,335
"New York","Warwick",4,3,49.5,3636,1750000,1750
"New York","Suffern",3,3,0.05,1508,379000,379
"New York","Monroe",3,2,1.9,1714,439900,440
"New York","Monroe",5,4,0.52,3250,890000,890
"New Jersey","Ringwood",4,4,1.31,3610,695000,695
"New Jersey","Washington Township",3,2,0.24,1595,360400,360
"New York","Southfields",2,2,0.01,1012,254800,255
"New Jersey","Wanaque",4,3,0.25,10395,399000,399
"New York","Monroe",1,1,0.37,850,255000,255
"New York","Warwick",4,2,0.07,1687,295000,295
"New York","Warwick",3,3,0.03,2601,369000,369
"New Jersey","Washington Township",4,4,4.06,4282,859000,859
"New York","Warwick",3,2,0.3,1644,399000,399
"New York","Warwick",2,2,0.18,1476,515000,515
"New York","Monroe",4,4,3.1,3183,559900,560
"New Jersey","Vernon",3,2,0.01,1883,270000,270
"New York","Greenwood Lake",1,2,0.05,1602,499000,499
"New York","Warwick",4,2,1.6,2088,695000,695
"New York","Monroe",4,4,0.52,2858,879000,879
"New York","Warwick",5,3,0.47,2000,420000,420
"New Jersey","Mount Olive Township",4,3,1,2798,7e+05,700
"New Jersey","Washington Township",4,3,18,2728,825000,825
"New Jersey","Parsippany Troy Hills Township",3,3,0.42,1540,420000,420
"New York","Warwick",3,2,1.2,1428,349000,349
"New York","Greenwood Lake",3,3,0.1,1392,299900,300
"New Jersey","Mount Olive Township",4,4,0.26,2579,650000,650
"New York","Monroe",4,4,1,3084,799000,799
"New York","Suffern",5,4,0.63,3750,799000,799
"New York","Warwick",4,4,5.1,2907,845000,845
"New York","Monroe",4,2,0.31,1842,429000,429
"New York","Chester",3,2,1.1,1312,379900,380
"New York","Warwick",4,5,5.1,3852,699900,700
"New York","Monroe",4,3,0.46,2112,519900,520
"New Jersey","Jefferson Township",4,4,0.21,3200,699900,700
"New York","Yonkers",2,2,0.06,1840,649900,650
"New York","New York City",2,1,0.67,1018,625000,625
"New York","Valley Cottage",4,4,0.53,2790,879000,879
"New York","New City",5,4,2.9,4346,1450000,1450
"New York","New York City",1,1,0.2,522,750000,750
"New York","Yonkers",3,3,0.06,1548,6e+05,600
"New York","New City",3,1,1.8,1414,699000,699
"New York","New York City",1,1,0.5,807,995000,995
"New Jersey","Waldwick",3,2,0.19,1485,479000,479
"New York","Yonkers",4,1,0.06,692,259000,259
"New Jersey","North Haledon",4,2,0.4,17250,5e+05,500
"New York","Valley Cottage",5,3,0.91,2352,699000,699
"New York","Yonkers",6,3,0.06,2000,479000,479
"New York","Yonkers",5,3,0.13,1600,685000,685
"New York","Croton On Hudson",4,5,0.59,4277,1199785,1200
